Scientific Name,Common Name,Current Scientific Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Current SPRAT TaxonID,Kingdom,Class,Profile,Date extracted,NSL Name,Family,Genus,Species,Infraspecific Rank,Infraspecies,Species Author,Infraspecies Author
"Paragalaxias mesotes","Arthurs Paragalaxias","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77039","-","Animalia","Actinopterygii","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77039","2017-May-11","-","Galaxiidae","Paragalaxias","mesotes","-","-","McDowall and Fulton, 1978","-"
"Paragalaxias eleotroides","Great Lake Paragalaxias","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77041","-","Animalia","Actinopterygii","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77041","2017-May-11","-","Galaxiidae","Paragalaxias","eleotroides","-","-","McDowall and Fulton, 1978","-"
"Paragalaxias dissimilis","Shannon Paragalaxias","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77042","-","Animalia","Actinopterygii","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77042","2017-May-11","-","Galaxiidae","Paragalaxias","dissimilis","-","-","Regan, 1905","-"
"Craspedia preminghana","Preminghana Billybutton","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77046","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77046","2017-May-11","http://id.biodiversity.org.au/name/apni/178800","Asteraceae","Craspedia","preminghana","-","-","Rozefelds","-"
"Pomaderris reperta","Denman Pomaderris","-","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","77103","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77103","2017-May-11","http://id.biodiversity.org.au/name/apni/166880","Rhamnaceae","Pomaderris","reperta","-","-","N.G. Walsh  F. Coates","-"
"Ozothamnus reflexifolius","Reflexed Everlasting","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77384","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77384","2017-May-11","http://id.biodiversity.org.au/name/apni/181985","Asteraceae","Ozothamnus","reflexifolius","-","-","K.Leeson  Rozefelds","-"
"Antipodia chaostola leucophaea","Tasmanian Chaostola Skipper, Heath-sand Skipper","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77672","-","Animalia","Insecta","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77672","2017-May-11","-","Hesperiidae","Antipodia","chaostola","-","leucophaea","-","(Couchman, 1946)"
"Ogyris subterrestris petrina","Arid Bronze Azure","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","77743","-","Animalia","Insecta","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77743","2017-May-11","-","Lycaenidae","Ogyris","subterrestris","-","petrina","-","Field, 1999"
"Oreisplanus munionga larana","Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","77747","-","Animalia","Insecta","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77747","2017-May-11","-","Hesperiidae","Oreisplanus","munionga","-","larana","(Olliff, 1890)","Couchman, 1962"
"Lachnagrostis limitanea","Spalding Blown Grass, Spalding Blowngrass","-","Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","78119","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78119","2017-May-11","http://id.biodiversity.org.au/name/apni/177188","Poaceae","Lachnagrostis","limitanea","-","-","(J.M.Black) S.W.L.Jacobs","-"
"Bertya calycina","a shrub","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78344","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78344","2017-May-11","http://id.biodiversity.org.au/name/apni/182210","Euphorbiaceae","Bertya","calycina","-","-","Halford  R.J.F.Hend.","-"
"Bertya ernestiana","a shrub","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78349","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78349","2017-May-11","http://id.biodiversity.org.au/name/apni/182214","Euphorbiaceae","Bertya","ernestiana","-","-","Halford  R.J.F.Hend.","-"
"Bertya granitica","a shrub","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78351","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78351","2017-May-11","http://id.biodiversity.org.au/name/apni/182216","Euphorbiaceae","Bertya","granitica","-","-","Halford  R.J.F.Hend.","-"
"Bertya tasmanica subsp. tasmanica","Tasmanian Bertya","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78359","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78359","2017-May-11","http://id.biodiversity.org.au/name/apni/182231","Euphorbiaceae","Bertya","tasmanica","subsp.","tasmanica","(Sond.  F.Muel.) Mull.Arg.","-"
"Gastrolobium modestum","Broad-leaved Gastrolobium","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","78361","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78361","2017-May-11","http://id.biodiversity.org.au/name/apni/167747","Fabaceae","Gastrolobium","modestum","-","-","(Crisp) G.Chandler  Crisp","-"
"Gastrolobium diabolophyllum","Bodallin Poison","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","78384","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78384","2017-May-11","http://id.biodiversity.org.au/name/apni/156831","Fabaceae","Gastrolobium","diabolophyllum","-","-","G.Chandler, Crisp  R.J.Bayer","-"
"Gastrolobium luteifolium","Yellow-leafed Gastrolobium","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","78405","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78405","2017-May-11","http://id.biodiversity.org.au/name/apni/165892","Fabaceae","Gastrolobium","luteifolium","-","-","(Domin) G.Chandler  Crisp","-"
"Gastrolobium papilio","Butterfly-leaved Gastrolobium","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","78415","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78415","2017-May-11","http://id.biodiversity.org.au/name/apni/167751","Fabaceae","Gastrolobium","papilio","-","-","(Crisp) G.Chandler  Crisp","-"
"Lepidium ginninderrense","Ginninderra Peppercress","-","Vulnerable","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78474","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78474","2017-May-11","http://id.biodiversity.org.au/name/apni/165405","Brassicaceae","Lepidium","ginninderrense","-","-","Scarlett","-"
"Cepobaculum carronii","an orchid","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78700","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78700","2017-May-11","http://id.biodiversity.org.au/name/apni/175501","Orchidaceae","Cepobaculum","carronii","-","-","(Lavarack  P.J.Cribb) M.A.Clements  D.L.Jones","-"
"Decaspermum struckoilicum","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78796","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78796","2017-May-11","http://id.biodiversity.org.au/name/apni/180770","Myrtaceae","Decaspermum","struckoilicum","-","-","N.Snow  Guymer","-"
"Gossia gonoclada","Angle-stemmed Myrtle","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78866","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78866","2017-May-11","http://id.biodiversity.org.au/name/apni/180920","Myrtaceae","Gossia","gonoclada","-","-","(F. Mueller ex Bentham) N.Snow  Guymer","-"
"Gossia fragrantissima","Sweet Myrtle, Small-leaved Myrtle","-","Endangered","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78867","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78867","2017-May-11","http://id.biodiversity.org.au/name/apni/180931","Myrtaceae","Gossia","fragrantissima","-","-","(F.Mueller ex Bentham) N.Snow  Guymer","-"
"Vappodes lithocola","Dwarf Butterfly Orchid, Cooktown Orchid","Dendrobium bigibbum","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78893","10306","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78893","2017-May-11","http://id.biodiversity.org.au/name/apni/176226","Orchidaceae","Vappodes","lithocola","-","-","(D.L.Jones  M.A.Clem.) M.A.Clem.  D.L.Jones","-"
"Vappodes phalaenopsis","Cooktown Orchid","Dendrobium bigibbum","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","78894","10306","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78894","2017-May-11","http://id.biodiversity.org.au/name/apni/176227","Orchidaceae","Vappodes","phalaenopsis","-","-","(Fitzg.) M.A.Clem.  D.L.Jones","-"
"Prasophyllum crebriflorum","Crowded Leek-Orchid","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78897","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78897","2017-May-11","http://id.biodiversity.org.au/name/apni/186255","Orchidaceae","Prasophyllum","crebriflorum","-","-","D.L.Jones","-"
"Prasophyllum incorrectum","Golfers Leek-orchid","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78898","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78898","2017-May-11","http://id.biodiversity.org.au/name/apni/186256","Orchidaceae","Prasophyllum","incorrectum","-","-","D.L.Jones","-"
"Boronia hippopala","Velvet Boronia","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78925","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78925","2017-May-11","http://id.biodiversity.org.au/name/apni/181010","Rutaceae","Boronia","hippopala","-","-","Duretto","-"
"Boronia hemichiton","Mt Arthur Boronia","-","Vulnerable","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78926","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78926","2017-May-11","http://id.biodiversity.org.au/name/apni/181011","Rutaceae","Boronia","hemichiton","-","-","Duretto","-"
"Cherax tenuimanus","Hairy Marron, Margaret River Hairy Marron, Margaret River Marron","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","78931","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78931","2017-May-11","-","Parastacidae","Cherax","tenuimanus","-","-","(Smith, 1912)","-"
"Engaeus granulatus","Central North Burrowing Crayfish","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","78959","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78959","2017-May-11","-","Parastacidae","Engaeus","granulatus","-","-","Horwitz, 1990","-"
"Corunastylis ectopa","Brindabella Midge-orchid, Ectopic Midge-orchid","-","Critically Endangered","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78973","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78973","2017-May-11","http://id.biodiversity.org.au/name/apni/169933","Orchidaceae","Corunastylis","ectopa","-","-","(D.L.Jones) D.L.Jones  M.A.Clem.","-"
"Pultenaea elusa","Elusive Bush-pea","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78990","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78990","2017-May-11","http://id.biodiversity.org.au/name/apni/189162","Fabaceae","Pultenaea","elusa","-","-","(J.D.Briggs  Crisp) de Kok","-"
"Mesodontrachia fitzroyana","Fitzroy Land Snail","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79111","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79111","2017-May-11","-","Camaenidae","Mesodontrachia","fitzroyana","-","-","Solem, 1985","-"
"Sinumelon bednalli","Bednall's Land Snail","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79113","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79113","2017-May-11","-","Camaenidae","Sinumelon","bednalli","-","-","(Ponsonby, 1904)","-"
"Semotrachia euzyga","a land snail","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79219","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79219","2017-May-11","-","Camaenidae","Semotrachia","euzyga","-","-","(Tate, 1894)","-"
"Ordtrachia septentrionalis","Rosewood Keeled Snail","-","Critically Endangered","-","-","Yes","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","79221","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79221","2017-May-11","-","Camaenidae","Ordtrachia","septentrionalis","-","-","Solem, 1984","-"
"Typhonium mirabile","a herb","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79227","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79227","2017-May-11","http://id.biodiversity.org.au/name/apni/172490","Araceae","Typhonium","mirabile","-","-","(A.Hay) A.Hay","-"
"Mirafra javanica melvillensis","Horsfield's Bushlark (Tiwi Islands)","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81011","-","Animalia","Aves","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81011","2017-May-11","-","Alaudidae","Mirafra","javanica","-","melvillensis","-","Mathews, 1912"
"Mystivagor mastersi","Masters' Charopid Land Snail","-","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81247","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81247","2017-May-11","-","Charopidae","Mystivagor","mastersi","-","-","Brazier, 1872","-"
"Pseudocharopa whiteleggei","Whitelegge's Land Snail","-","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81249","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81249","2017-May-11","-","Charopidae","Pseudocharopa","whiteleggei","-","-","Brazier, 1889","-"
"Advena campbellii","Campbell's Helicarionid Land Snail","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","81250","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81250","2017-May-11","-","Helicarionidae","Advena","campbellii","-","-","Gray, 1834","-"
"Mathewsoconcha phillipii","Phillip Island Helicarionid Land Snail","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","81252","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81252","2017-May-11","-","Helicarionidae","Mathewsoconcha","phillipii","-","-","Gray, 1834","-"
"Quintalia stoddartii","Stoddart's Helicarionid Land Snail","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","81253","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81253","2017-May-11","-","Helicarionidae","Quintalia","stoddartii","-","-","Gray, 1834","-"
"Galaxias truttaceus hesperius","Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","81282","-","Animalia","Actinopterygii","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81282","2017-May-11","-","Galaxiidae","Galaxias","truttaceus","-","hesperius","Whitley, 1944","-"
"Brachyscias verecundus","Ironstone Brachyscias","-","Critically Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","81321","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81321","2017-May-11","http://id.biodiversity.org.au/name/apni/166813","Apiaceae","Brachyscias","verecundus","-","-","J.M.Hart  M.J.Henwood","-"
"Stachystemon nematophorus","Three-flowered Stachystemon","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","81447","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81447","2017-May-11","http://id.biodiversity.org.au/name/apni/185025","Euphorbiaceae","Stachystemon","nematophorus","-","-","Halford  Henderson (2003)","-"
"Acacia splendens","Splendid Wattle, Dandaragan Wattle","-","Endangered","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","81510","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81510","2017-May-11","http://id.biodiversity.org.au/name/apni/205906","Fabaceae","Acacia","splendens","-","-","Maslin  C.P.Elliott","-"
"Euastacus bispinosus","Glenelg Spiny Freshwater Crayfish, Pricklyback","-","Endangered","-","-","-","-","Yes","-","Yes","-","-","-","-","-","-","-","-","-","-","81552","-","Animalia","Malacostraca","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81552","2017-May-11","-","Parastacidae","Euastacus","bispinosus","-","-","Clark, 1941","-"
"Prasophyllum taphanyx","Graveside Leek-orchid","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","81615","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81615","2017-May-11","http://id.biodiversity.org.au/name/apni/189000","Orchidaceae","Prasophyllum","taphanyx","-","-","D.L.Jones","-"
"Prasophyllum murfetii","Fleurieu Leek Orchid","-","Critically Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","81621","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81621","2017-May-11","http://id.biodiversity.org.au/name/apni/168155","Orchidaceae","Prasophyllum","murfetii","-","-","D.L.Jones","-"
"Hibiscus cravenii","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81624","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81624","2017-May-11","http://id.biodiversity.org.au/name/apni/195358","Malvaceae","Hibiscus","cravenii","-","-","(Fryxell) B.E.Pfeil  Craven","-"
"Toechima sp. East Alligator (J.Russell-Smith 8418)","a tree","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81627","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81627","2017-May-11","http://id.biodiversity.org.au/name/apni/192618","Sapindaceae","Toechima","sp. East Alligator (J.Russell-Smith 8418)","-","-","NT Herbarium","-"
"Cassinia tegulata","Avenue Cassinia","-","Critically Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","81640","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81640","2017-May-11","http://id.biodiversity.org.au/name/apni/191719","Asteraceae","Cassinia","tegulata","-","-","Orchard","-"
"Elseya albagula","Southern Snapping Turtle, White-throated Snapping Turtle","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","81648","-","Animalia","Reptilia","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81648","2017-May-11","-","Chelidae","Elseya","albagula","-","-","Thomson, Georges  Limpus, 2006","-"
"Hibbertia basaltica","Basalt Guinea-flower","-","Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","81675","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81675","2017-May-11","http://id.biodiversity.org.au/name/apni/198035","Dilleniaceae","Hibbertia","basaltica","-","-","A.M.Buchanan  Schah.","-"
"Mathewsoconcha suteri","a helicarionid land snail","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","81851","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81851","2017-May-11","-","Helicarionidae","Mathewsoconcha","suteri","-","-","Sykes, 1900","-"
"Mathewsoconcha grayi ms","Gray's Helicarionid Land Snail","-","Critically Endangered","-","-","-","-","-","-","-","-","-","-","-","-","-","Yes","-","-","-","81852","-","Animalia","Gastropoda","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81852","2017-May-11","-","Helicarionidae","Mathewsoconcha","grayi ms","-","-","-","-"
"Notelaea ipsviciensis","Cooneana Olive","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","81858","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81858","2017-May-11","http://id.biodiversity.org.au/name/apni/192146","Oleaceae","Notelaea","ipsviciensis","-","-","W.K..Harris","-"
"Thelymitra kangaloonica","Kangaloon Sun Orchid","-","Critically Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81861","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81861","2017-May-11","http://id.biodiversity.org.au/name/apni/233692","Orchidaceae","Thelymitra","kangaloonica","-","-","Jeanes","-"
"Phebalium distans","Mt Berryman Phebalium","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","81869","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81869","2017-May-11","http://id.biodiversity.org.au/name/apni/184862","Rutaceae","Phebalium","distans","-","-","P.I.Forst.","-"
"Thelymitra cyanapicata","Blue Top Sun-orchid, Dark-tipped Sun-orchid","-","Critically Endangered","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","81872","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81872","2017-May-11","http://id.biodiversity.org.au/name/apni/189573","Orchidaceae","Thelymitra","cyanapicata","-","-","Jeanes","-"
"Amyema plicatula","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81879","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81879","2017-May-11","http://id.biodiversity.org.au/name/apni/154737","Loranthaceae","Amyema","plicatula","-","-","(K.Krause) Danser","-"
"Prasophyllum sp. Wybong (C.Phelps ORG 5269)","a leek-orchid","Prasophyllum petilum","Critically Endangered","Yes","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81964","55144","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81964","2017-May-11","http://id.biodiversity.org.au/name/apni/206061","Orchidaceae","Prasophyllum","sp. Wybong (C.Phelps ORG 5269)","-","-","Australian National Herbarium","-"
"Nematoceras dienemum","Windswept Helmet-orchid","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","81970","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81970","2017-May-11","http://id.biodiversity.org.au/name/apni/206060","Orchidaceae","Nematoceras","dienemum","-","-","(D.L.Jones) D.L.Jones, M.A.Clem.  Molloy","-"
"Aponogeton prolifer","an aquatic herb","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","82016","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82016","2017-May-11","http://id.biodiversity.org.au/name/apni/155033","Aponogetonaceae","Aponogeton","prolifer","-","-","Hellq. S.W.L.Jacobs","-"
"Burmannia sp. Bathurst Island (R.Fensham 1021)","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","82017","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82017","2017-May-11","http://id.biodiversity.org.au/name/apni/194183","Burmanniaceae","Burmannia","sp. Bathurst Island (R.Fensham 1021)","-","-","NT Herbarium","-"
"Calectasia pignattiana","Stilted Tinsel Lily","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82018","-","Plantae","Liliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82018","2017-May-11","http://id.biodiversity.org.au/name/apni/170107","Dasypogonaceae","Calectasia","pignattiana","-","-","K.W.Dixon  R.L.Barrett","-"
"Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631)","Fine-leaved Apium, Porongurup Celery","-","Vulnerable","-","-","-","-","-","-","-","Yes","-","-","-","-","-","-","-","-","-","82019","-","Plantae","Magnoliopsida","http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82019","2017-May-11","http://id.biodiversity.org.au/name/apni/194490","Apiaceae","Apium","prostratum","subsp.","Porongurup Range (G.J.Keighery 8631)","-","WA Herbarium"
